beer_name,type,supertype,alcohol_percent,rating,number_of_ratings,brewery_name,address,region,lon,lat,brewery_type,est,link
Aarhus Sølvpilen,Belgian Strong Ale,Other,10,3.17,26,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Sommerbrise,Fruit Beer,Other,3.5,2.26,16,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Sommer-Hvede,Wheat Ale,Other,5.5,2.6,32,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Sommer-Hvede (Bottle - 2008),Wheat Ale,Other,5,2.33,30,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Sommer-Hvede (Bottle 2009-),Wheat Ale,Other,5,2.74,19,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Sort Forkr,Stout - Imperial,Stout,9,3.31,16,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Sour Dragon,Traditional Ale,Other,11,2.99,16,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Stout,Stout,Stout,8,3.02,83,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Street Ale,Pale Ale - English,Other,5,2.91,7,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Sweet Georgia Brown,Brown Ale,Other,5.5,2.74,60,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Sweet Temptation,Stout - Imperial,Stout,12,3.35,13,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Temptation,Stout - Imperial,Stout,11,3.43,21,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus TPA,IPA,IPA,6,2.73,34,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Tribute 1964,Barley Wine / Wheat Wine,Other,9,3.11,32,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Tribute 1965,Barley Wine / Wheat Wine,Other,9,NA,NA,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Tribute 1966,Barley Wine / Wheat Wine,Other,9,3.3,15,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Tribute 2017,Barley Wine / Wheat Wine,Other,9,3.04,30,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Triple D Dirty Drunk Diana,Pale Ale - English,Other,5.5,2.77,13,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Triple F,Fruit Beer,Other,5,2.85,12,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarhus Valkyrie,Abbey Quadrupel / Abt,Abbey,8.5,2.85,43,Aarhus Bryghus,"Gunnar Clausensvej 26, Viby J, Denmark  8260",Østjylland ,10.2003,56.162,Microbrewery,2005,https://www.ratebeer.com/brewers/aarhus-bryghus/6104/
Aarø Æ'mæsk,Czech Pilsner (Světlý),Other,4.6,2.76,13,Aarø Bryg,"Aaron 199, Haderslev, Denmark  6100",Sønderjylland samt dele af Sydjylland og dele af Vestjylland ,9.4898,55.2538,Microbrewery,2016,https://www.ratebeer.com/brewers/aaro-bryg/28520/
Aarø Blesmark,Premium Bitter / ESB,Other,5.5,2.8,13,Aarø Bryg,"Aaron 199, Haderslev, Denmark  6100",Sønderjylland samt dele af Sydjylland og dele af Vestjylland ,9.4898,55.2538,Microbrewery,2016,https://www.ratebeer.com/brewers/aaro-bryg/28520/
Aarø Forårsbryg,Belgian Ale,Other,6.7,2.69,5,Aarø Bryg,"Aaron 199, Haderslev, Denmark  6100",Sønderjylland samt dele af Sydjylland og dele af Vestjylland ,9.4898,55.2538,Microbrewery,2016,https://www.ratebeer.com/brewers/aaro-bryg/28520/
Aarø Gåsefod,Belgian Ale,Other,7.5,2.79,11,Aarø Bryg,"Aaron 199, Haderslev, Denmark  6100",Sønderjylland samt dele af Sydjylland og dele af Vestjylland ,9.4898,55.2538,Microbrewery,2016,https://www.ratebeer.com/brewers/aaro-bryg/28520/
Aarø Julebryg,Belgian Strong Ale,Other,7.5,3.15,8,Aarø Bryg,"Aaron 199, Haderslev, Denmark  6100",Sønderjylland samt dele af Sydjylland og dele af Vestjylland ,9.4898,55.2538,Microbrewery,2016,https://www.ratebeer.com/brewers/aaro-bryg/28520/
Aarø Julebryg 2017,Abbey Dubbel,Abbey,6.7,3.06,3,Aarø Bryg,"Aaron 199, Haderslev, Denmark  6100",Sønderjylland samt dele af Sydjylland og dele af Vestjylland ,9.4898,55.2538,Microbrewery,2016,https://www.ratebeer.com/brewers/aaro-bryg/28520/
Aarø Søjmaj,Wheat Ale,Other,5.2,2.77,13,Aarø Bryg,"Aaron 199, Haderslev, Denmark  6100",Sønderjylland samt dele af Sydjylland og dele af Vestjylland ,9.4898,55.2538,Microbrewery,2016,https://www.ratebeer.com/brewers/aaro-bryg/28520/
Abelgren & Ramvad 17,IPA,IPA,NA,3.23,2,Abelgren & Ramvad Brewing Company,"Ristingevej 118, Humble, Denmark  5932",NA,10.7,54.8333,Microbrewery,2015,https://www.ratebeer.com/brewers/abelgren-ramvad-brewing-company/23149/
Abelgren & Ramvad No. 02 Mørk Belgisk Ale,Belgian Ale,Other,6,3.13,4,Abelgren & Ramvad Brewing Company,"Ristingevej 118, Humble, Denmark  5932",NA,10.7,54.8333,Microbrewery,2015,https://www.ratebeer.com/brewers/abelgren-ramvad-brewing-company/23149/
Abelgren & Ramvad No. 03,IPA - Imperial / Double,IPA,8.7,3.22,3,Abelgren & Ramvad Brewing Company,"Ristingevej 118, Humble, Denmark  5932",NA,10.7,54.8333,Microbrewery,2015,https://www.ratebeer.com/brewers/abelgren-ramvad-brewing-company/23149/
Abelgren & Ramvad No. 05,IPA,IPA,6.5,2.9,6,Abelgren & Ramvad Brewing Company,"Ristingevej 118, Humble, Denmark  5932",NA,10.7,54.8333,Microbrewery,2015,https://www.ratebeer.com/brewers/abelgren-ramvad-brewing-company/23149/
Abelgren & Ramvad No. 06 Pale Ale,Pale Ale - American,Other,5.4,2.84,7,Abelgren & Ramvad Brewing Company,"Ristingevej 118, Humble, Denmark  5932",NA,10.7,54.8333,Microbrewery,2015,https://www.ratebeer.com/brewers/abelgren-ramvad-brewing-company/23149/
Abelgren & Ramvad No. 07 Imperial Rye Stout,Stout - Imperial,Stout,9.5,3.49,16,Abelgren & Ramvad Brewing Company,"Ristingevej 118, Humble, Denmark  5932",NA,10.7,54.8333,Microbrewery,2015,https://www.ratebeer.com/brewers/abelgren-ramvad-brewing-company/23149/
Abelgren & Ramvad No. 08 Lakridsporter,Porter,Other,5.6,3.15,10,Abelgren & Ramvad Brewing Company,"Ristingevej 118, Humble, Denmark  5932",NA,10.7,54.8333,Microbrewery,2015,https://www.ratebeer.com/brewers/abelgren-ramvad-brewing-company/23149/
Abelgren & Ramvad No. 09,English Strong Ale,Other,9.8,3.23,2,Abelgren & Ramvad Brewing Company,"Ristingevej 118, Humble, Denmark  5932",NA,10.7,54.8333,Microbrewery,2015,https://www.ratebeer.com/brewers/abelgren-ramvad-brewing-company/23149/
Abelgren & Ramvad No. 11,Pale Ale - American,Other,6.5,2.89,1,Abelgren & Ramvad Brewing Company,"Ristingevej 118, Humble, Denmark  5932",NA,10.7,54.8333,Microbrewery,2015,https://www.ratebeer.com/brewers/abelgren-ramvad-brewing-company/23149/
Abelgren & Ramvad No. 14 & 16 (blended),Stout,Stout,7.2,3.39,3,Abelgren & Ramvad Brewing Company,"Ristingevej 118, Humble, Denmark  5932",NA,10.7,54.8333,Microbrewery,2015,https://www.ratebeer.com/brewers/abelgren-ramvad-brewing-company/23149/
Abelgren & Ramvad No. 15 Summer Pale Ale,Pale Ale - American,Other,4.8,3.02,1,Abelgren & Ramvad Brewing Company,"Ristingevej 118, Humble, Denmark  5932",NA,10.7,54.8333,Microbrewery,2015,https://www.ratebeer.com/brewers/abelgren-ramvad-brewing-company/23149/
Abelgren & Ramvad No. 21,Pale Ale - American,Other,5.4,3,1,Abelgren & Ramvad Brewing Company,"Ristingevej 118, Humble, Denmark  5932",NA,10.7,54.8333,Microbrewery,2015,https://www.ratebeer.com/brewers/abelgren-ramvad-brewing-company/23149/
Abelgren & Ramvad No. 23 Imperial Stout Fad,Stout - Imperial,Stout,10,3.46,9,Abelgren & Ramvad Brewing Company,"Ristingevej 118, Humble, Denmark  5932",NA,10.7,54.8333,Microbrewery,2015,https://www.ratebeer.com/brewers/abelgren-ramvad-brewing-company/23149/
Abelgren & Ramvad Test Bryg,Pale Ale - English,Other,5,2.88,3,Abelgren & Ramvad Brewing Company,"Ristingevej 118, Humble, Denmark  5932",NA,10.7,54.8333,Microbrewery,2015,https://www.ratebeer.com/brewers/abelgren-ramvad-brewing-company/23149/
Agile Corrupt Cake,Stout - Imperial,Stout,10,3.55,19,Agile Brewing,"Østrevej 8, Aarhus, Denmark  8210",Østjylland ,10.2108,56.1567,Microbrewery,2017,https://www.ratebeer.com/brewers/agile-brewing/33358/
Agile Ræve Pis,Pale Ale - American,Other,5.2,2.99,4,Agile Brewing,"Østrevej 8, Aarhus, Denmark  8210",Østjylland ,10.2108,56.1567,Microbrewery,2017,https://www.ratebeer.com/brewers/agile-brewing/33358/
Agile Redneck Juice,Saison,Other,6.8,3.42,13,Agile Brewing,"Østrevej 8, Aarhus, Denmark  8210",Østjylland ,10.2108,56.1567,Microbrewery,2017,https://www.ratebeer.com/brewers/agile-brewing/33358/
Agile Scarlet Harvest,Saison,Other,8.5,2.98,1,Agile Brewing,"Østrevej 8, Aarhus, Denmark  8210",Østjylland ,10.2108,56.1567,Microbrewery,2017,https://www.ratebeer.com/brewers/agile-brewing/33358/
Agile Spring Squeeze,IPA,IPA,6.5,3.09,10,Agile Brewing,"Østrevej 8, Aarhus, Denmark  8210",Østjylland ,10.2108,56.1567,Microbrewery,2017,https://www.ratebeer.com/brewers/agile-brewing/33358/
Ålbæk Ålbæx-Jul,Bock - Dunkler / Urbock,Bock,6.6,3.15,3,Ålbæk Håndbryggeri,"Solsortevej 36, Ålbæk, Denmark  9982",Nordjylland ,10.4094,57.5956,Microbrewery,2018,https://www.ratebeer.com/brewers/albaek-handbryggeri/34554/
Ålbæk Ål-Bock,Bock - Heller / Maibock,Bock,7.2,2.89,11,Ålbæk Håndbryggeri,"Solsortevej 36, Ålbæk, Denmark  9982",Nordjylland ,10.4094,57.5956,Microbrewery,2018,https://www.ratebeer.com/brewers/albaek-handbryggeri/34554/
Ålbæk Dubbel Bækker,Abbey Dubbel,Abbey,7.2,3.07,7,Ålbæk Håndbryggeri,"Solsortevej 36, Ålbæk, Denmark  9982",Nordjylland ,10.4094,57.5956,Microbrewery,2018,https://www.ratebeer.com/brewers/albaek-handbryggeri/34554/
Ålbæk Havne Stout,Stout,Stout,9.1,3.14,8,Ålbæk Håndbryggeri,"Solsortevej 36, Ålbæk, Denmark  9982",Nordjylland ,10.4094,57.5956,Microbrewery,2018,https://www.ratebeer.com/brewers/albaek-handbryggeri/34554/
Ålbæk Strong Monk,Abbey Tripel,Abbey,8.8,2.42,8,Ålbæk Håndbryggeri,"Solsortevej 36, Ålbæk, Denmark  9982",Nordjylland ,10.4094,57.5956,Microbrewery,2018,https://www.ratebeer.com/brewers/albaek-handbryggeri/34554/
Albani A Beer,Wheat Ale,Other,4.6,2.1,27,Albani Bryggerierne (Royal Unibrew),"Postbox 170, Odense, Denmark  5100",NA,10.3883,55.3959,Commercial Brewery,1859,https://www.ratebeer.com/brewers/albani-bryggerierne-royal-unibrew/1239/
Albani Cascade Dark Ale,Brown Ale,Other,6,3.14,52,Albani Bryggerierne (Royal Unibrew),"Postbox 170, Odense, Denmark  5100",NA,10.3883,55.3959,Commercial Brewery,1859,https://www.ratebeer.com/brewers/albani-bryggerierne-royal-unibrew/1239/
Albani Centennial Pale Ale,Pale Ale - American,Other,4.9,2.74,5,Albani Bryggerierne (Royal Unibrew),"Postbox 170, Odense, Denmark  5100",NA,10.3883,55.3959,Commercial Brewery,1859,https://www.ratebeer.com/brewers/albani-bryggerierne-royal-unibrew/1239/
Albani Citra Witbier,Witbier,Other,5.2,3.11,58,Albani Bryggerierne (Royal Unibrew),"Postbox 170, Odense, Denmark  5100",NA,10.3883,55.3959,Commercial Brewery,1859,https://www.ratebeer.com/brewers/albani-bryggerierne-royal-unibrew/1239/
Albani East Kent Golding Brown Ale,Brown Ale,Other,5.2,2.79,6,Albani Bryggerierne (Royal Unibrew),"Postbox 170, Odense, Denmark  5100",NA,10.3883,55.3959,Commercial Brewery,1859,https://www.ratebeer.com/brewers/albani-bryggerierne-royal-unibrew/1239/
Albani Giraf Christmas,Imperial Pils/Strong Pale Lager,Other,7,2.88,1,Albani Bryggerierne (Royal Unibrew),"Postbox 170, Odense, Denmark  5100",NA,10.3883,55.3959,Commercial Brewery,1859,https://www.ratebeer.com/brewers/albani-bryggerierne-royal-unibrew/1239/
Albani Giraf Classic,Premium Lager,Other,4.6,2.63,4,Albani Bryggerierne (Royal Unibrew),"Postbox 170, Odense, Denmark  5100",NA,10.3883,55.3959,Commercial Brewery,1859,https://www.ratebeer.com/brewers/albani-bryggerierne-royal-unibrew/1239/
Albani Giraf Strong,Malt Liquor,Other,8,2.18,22,Albani Bryggerierne (Royal Unibrew),"Postbox 170, Odense, Denmark  5100",NA,10.3883,55.3959,Commercial Brewery,1859,https://www.ratebeer.com/brewers/albani-bryggerierne-royal-unibrew/1239/
Albani HC Andersen 1805,Amber Lager / Vienna,Amber,4.6,2.39,37,Albani Bryggerierne (Royal Unibrew),"Postbox 170, Odense, Denmark  5100",NA,10.3883,55.3959,Commercial Brewery,1859,https://www.ratebeer.com/brewers/albani-bryggerierne-royal-unibrew/1239/
Albani Hornbæk Havnepilsner,Pale Lager,Other,4.6,NA,NA,Albani Bryggerierne (Royal Unibrew),"Postbox 170, Odense, Denmark  5100",NA,10.3883,55.3959,Commercial Brewery,1859,https://www.ratebeer.com/brewers/albani-bryggerierne-royal-unibrew/1239/
Albani Mosaic IPA,IPA,IPA,5.7,3.24,98,Albani Bryggerierne (Royal Unibrew),"Postbox 170, Odense, Denmark  5100",NA,10.3883,55.3959,Commercial Brewery,1859,https://www.ratebeer.com/brewers/albani-bryggerierne-royal-unibrew/1239/
Albani Odense Extra Light,Low Alcohol,Other,0.05,1.53,19,Albani Bryggerierne (Royal Unibrew),"Postbox 170, Odense, Denmark  5100",NA,10.3883,55.3959,Commercial Brewery,1859,https://www.ratebeer.com/brewers/albani-bryggerierne-royal-unibrew/1239/
Albani Odense Lager,Amber Lager / Vienna,Amber,4.6,2.88,13,Albani Bryggerierne (Royal Unibrew),"Postbox 170, Odense, Denmark  5100",NA,10.3883,55.3959,Commercial Brewery,1859,https://www.ratebeer.com/brewers/albani-bryggerierne-royal-unibrew/1239/
Albani Odense Light,Low Alcohol,Other,2.6,1.6,4,Albani Bryggerierne (Royal Unibrew),"Postbox 170, Odense, Denmark  5100",NA,10.3883,55.3959,Commercial Brewery,1859,https://www.ratebeer.com/brewers/albani-bryggerierne-royal-unibrew/1239/
Albani Påskebryg,Amber Lager / Vienna,Amber,5.6,2.17,78,Albani Bryggerierne (Royal Unibrew),"Postbox 170, Odense, Denmark  5100",NA,10.3883,55.3959,Commercial Brewery,1859,https://www.ratebeer.com/brewers/albani-bryggerierne-royal-unibrew/1239/
Albani Polaris Økologisk US Lager,India Style Lager,Other,4.8,2.78,28,Albani Bryggerierne (Royal Unibrew),"Postbox 170, Odense, Denmark  5100",NA,10.3883,55.3959,Commercial Brewery,1859,https://www.ratebeer.com/brewers/albani-bryggerierne-royal-unibrew/1239/
Albani Porter,Porter - Baltic,Other,7.6,3.36,31,Albani Bryggerierne (Royal Unibrew),"Postbox 170, Odense, Denmark  5100",NA,10.3883,55.3959,Commercial Brewery,1859,https://www.ratebeer.com/brewers/albani-bryggerierne-royal-unibrew/1239/
Ceres Norden Dark Mumme,Traditional Ale,Other,6.5,NA,NA,Albani Bryggerierne (Royal Unibrew),"Postbox 170, Odense, Denmark  5100",NA,10.3883,55.3959,Commercial Brewery,1859,https://www.ratebeer.com/brewers/albani-bryggerierne-royal-unibrew/1239/
Ceres Norden Fynen Pilsner,Pilsener,Other,5,NA,NA,Albani Bryggerierne (Royal Unibrew),"Postbox 170, Odense, Denmark  5100",NA,10.3883,55.3959,Commercial Brewery,1859,https://www.ratebeer.com/brewers/albani-bryggerierne-royal-unibrew/1239/
Ceres Norden Gylden IPA,IPA,IPA,5.9,NA,NA,Albani Bryggerierne (Royal Unibrew),"Postbox 170, Odense, Denmark  5100",NA,10.3883,55.3959,Commercial Brewery,1859,https://www.ratebeer.com/brewers/albani-bryggerierne-royal-unibrew/1239/
Ceres Norden Midnatssol Ale,Pale Ale - American,Other,5.9,2.93,3,Albani Bryggerierne (Royal Unibrew),"Postbox 170, Odense, Denmark  5100",NA,10.3883,55.3959,Commercial Brewery,1859,https://www.ratebeer.com/brewers/albani-bryggerierne-royal-unibrew/1239/
Ceres Norden Polarnat Brown Ale,Brown Ale,Other,6,2.89,1,Albani Bryggerierne (Royal Unibrew),"Postbox 170, Odense, Denmark  5100",NA,10.3883,55.3959,Commercial Brewery,1859,https://www.ratebeer.com/brewers/albani-bryggerierne-royal-unibrew/1239/
Ceres Norden Sten Pale Ale,Pale Ale - American,Other,6,2.86,2,Albani Bryggerierne (Royal Unibrew),"Postbox 170, Odense, Denmark  5100",NA,10.3883,55.3959,Commercial Brewery,1859,https://www.ratebeer.com/brewers/albani-bryggerierne-royal-unibrew/1239/
Kissmeyer New England IPA,IPA - Hazy / New England,IPA,5.5,3.15,8,Albani Bryggerierne (Royal Unibrew),"Postbox 170, Odense, Denmark  5100",NA,10.3883,55.3959,Commercial Brewery,1859,https://www.ratebeer.com/brewers/albani-bryggerierne-royal-unibrew/1239/
Kissmeyer Session IPA,IPA - Session,IPA,4,3.12,7,Albani Bryggerierne (Royal Unibrew),"Postbox 170, Odense, Denmark  5100",NA,10.3883,55.3959,Commercial Brewery,1859,https://www.ratebeer.com/brewers/albani-bryggerierne-royal-unibrew/1239/
Schiøtz Belgisk IPA,Belgian Ale,Other,5.9,2.72,75,Albani Bryggerierne (Royal Unibrew),"Postbox 170, Odense, Denmark  5100",NA,10.3883,55.3959,Commercial Brewery,1859,https://www.ratebeer.com/brewers/albani-bryggerierne-royal-unibrew/1239/
Schiøtz Bohemian Pils,Czech Pilsner (Světlý),Other,5,2.71,101,Albani Bryggerierne (Royal Unibrew),"Postbox 170, Odense, Denmark  5100",NA,10.3883,55.3959,Commercial Brewery,1859,https://www.ratebeer.com/brewers/albani-bryggerierne-royal-unibrew/1239/
Schiøtz Dybsort Porter,Porter,Other,6.2,3.06,63,Albani Bryggerierne (Royal Unibrew),"Postbox 170, Odense, Denmark  5100",NA,10.3883,55.3959,Commercial Brewery,1859,https://www.ratebeer.com/brewers/albani-bryggerierne-royal-unibrew/1239/
Schiøtz Gylden IPA,IPA,IPA,5.9,2.85,172,Albani Bryggerierne (Royal Unibrew),"Postbox 170, Odense, Denmark  5100",NA,10.3883,55.3959,Commercial Brewery,1859,https://www.ratebeer.com/brewers/albani-bryggerierne-royal-unibrew/1239/
Schiøtz Gylden Jule Ale,Belgian Strong Ale,Other,8,2.99,29,Albani Bryggerierne (Royal Unibrew),"Postbox 170, Odense, Denmark  5100",NA,10.3883,55.3959,Commercial Brewery,1859,https://www.ratebeer.com/brewers/albani-bryggerierne-royal-unibrew/1239/
Schiotz Jule IPA,IPA,IPA,7,3.17,34,Albani Bryggerierne (Royal Unibrew),"Postbox 170, Odense, Denmark  5100",NA,10.3883,55.3959,Commercial Brewery,1859,https://www.ratebeer.com/brewers/albani-bryggerierne-royal-unibrew/1239/
Schiøtz Lyse Tider IPA,IPA,IPA,6,3.09,34,Albani Bryggerierne (Royal Unibrew),"Postbox 170, Odense, Denmark  5100",NA,10.3883,55.3959,Commercial Brewery,1859,https://www.ratebeer.com/brewers/albani-bryggerierne-royal-unibrew/1239/
Schiøtz Mørk Jule Ale,Abbey Dubbel,Abbey,8,3.17,29,Albani Bryggerierne (Royal Unibrew),"Postbox 170, Odense, Denmark  5100",NA,10.3883,55.3959,Commercial Brewery,1859,https://www.ratebeer.com/brewers/albani-bryggerierne-royal-unibrew/1239/
Schiøtz Mørk Mumme,Spice / Herb / Vegetable,Other,6.5,3.01,138,Albani Bryggerierne (Royal Unibrew),"Postbox 170, Odense, Denmark  5100",NA,10.3883,55.3959,Commercial Brewery,1859,https://www.ratebeer.com/brewers/albani-bryggerierne-royal-unibrew/1239/
Schiøtz Mørk Vinter Bock,Bock - Dunkler / Urbock,Bock,6,2.84,75,Albani Bryggerierne (Royal Unibrew),"Postbox 170, Odense, Denmark  5100",NA,10.3883,55.3959,Commercial Brewery,1859,https://www.ratebeer.com/brewers/albani-bryggerierne-royal-unibrew/1239/
Schiøtz Nordic Triple Porter,Porter - Imperial / Double,Other,12.5,3.26,2,Albani Bryggerierne (Royal Unibrew),"Postbox 170, Odense, Denmark  5100",NA,10.3883,55.3959,Commercial Brewery,1859,https://www.ratebeer.com/brewers/albani-bryggerierne-royal-unibrew/1239/
Sørensen Premium Lager,Pale Lager,Other,5,2.22,3,Albani Bryggerierne (Royal Unibrew),"Postbox 170, Odense, Denmark  5100",NA,10.3883,55.3959,Commercial Brewery,1859,https://www.ratebeer.com/brewers/albani-bryggerierne-royal-unibrew/1239/
Theodor Schiøtz Anarkist Brown Ale,Brown Ale,Other,6.3,2.77,45,Albani Bryggerierne (Royal Unibrew),"Postbox 170, Odense, Denmark  5100",NA,10.3883,55.3959,Commercial Brewery,1859,https://www.ratebeer.com/brewers/albani-bryggerierne-royal-unibrew/1239/
Theodor Schiøtz Anarkist Christmas Ale,Belgian Strong Ale,Other,6.5,2.89,20,Albani Bryggerierne (Royal Unibrew),"Postbox 170, Odense, Denmark  5100",NA,10.3883,55.3959,Commercial Brewery,1859,https://www.ratebeer.com/brewers/albani-bryggerierne-royal-unibrew/1239/
Theodor Schiøtz Anarkist Citra Honey IPA,IPA - Hazy / New England,IPA,6.4,3.22,9,Albani Bryggerierne (Royal Unibrew),"Postbox 170, Odense, Denmark  5100",NA,10.3883,55.3959,Commercial Brewery,1859,https://www.ratebeer.com/brewers/albani-bryggerierne-royal-unibrew/1239/
